name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Marcin,Tybura",Tybur,26-9-0,6  3,249 lbs.,78,Orthodox,"Nov 09, 1985",3.57,49%,3.26,55%,1.42,33%,77%,0.1,next
"Courtney,Turner",,0-3-0,6  2,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Austin,Tweedy",,8-2-0,5  9,155 lbs.,--,Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0.00,0%,0%,0.0,loss
"Nathaniel,Wood",The Prospect,20-6-0,5  6,145 lbs.,69,Orthodox,"May 08, 1993",5.75,51%,4.00,56%,1.56,48%,72%,0.5,next
"Val,Woodburn",The Animal,7-2-0,5  8,170 lbs.,74,Orthodox,"Aug 10, 1993",1.60,35%,4.93,36%,1.92,100%,50%,0.0,loss
"Joanne,Wood",JoJo,17-8-0,5  6,125 lbs.,65,Orthodox,"Dec 23, 1985",7.10,51%,4.89,51%,1.52,55%,58%,0.3,win
"Brandon,Wolff",,7-5-0,5  9,170 lbs.,--,Orthodox,"Oct 18, 1975",0.47,33%,10.91,19%,0.00,0%,0%,0.0,loss
"Danyelle,Wolf",,1-1-0,5  11,145 lbs.,70,Orthodox,"Sep 08, 1983",2.37,25%,4.57,47%,0.00,0%,77%,0.5,loss
"Ray,Wizard",,0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Karolina,Wojcik",Polish Assassin,9-2-0,5  2,115 lbs.,--,Orthodox,"Dec 09, 1994",2.67,65%,0.87,62%,2.00,66%,100%,1.0,win
"Nyamjargal,Tumendemberel",Art of Knockout,8-1-0,5  7,125 lbs.,71,Orthodox,"Mar 22, 1998",3.13,38%,3.29,51%,2.42,31%,52%,2.4,next
"Travis,Wiuff",The Diesel,"75-21-0,(1,NC)",6  3,205 lbs.,--,Orthodox,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2,loss
"Anton,Turkalj",The Pleasure Man,8-4-0,6  4,205 lbs.,78,Orthodox,"Jun 10, 1996",2.45,42%,3.42,54%,4.98,41%,16%,0.0,loss
"Wellington,Turman",The Prodigy,18-8-0,6  0,170 lbs.,72,Orthodox,"Jul 22, 1996",3.23,51%,4.17,45%,1.55,20%,42%,0.8,loss
"Albert,Tumenov",Einstein,18-4-0,5  11,170 lbs.,73,Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0,loss
"Ricky,Turcios",,13-5-0,5  9,135 lbs.,71,Orthodox,"Jun 05, 1993",4.73,40%,3.72,52%,0.91,20%,44%,0.4,loss
"Marco,Tulio",Matuto,13-1-0,6  0,185 lbs.,74,Orthodox,"Jun 13, 1994",5.02,51%,2.68,58%,1.17,20%,0%,0.6,win
"Eric,Wisely",Little Lee,26-9-1,5  8,145 lbs.,--,Southpaw,"Jul 25, 1984",1.42,47%,2.08,56%,0.00,0%,27%,0.9,loss
"Andre,Winner",,21-11-2,5  11,155 lbs.,73,Orthodox,"Nov 09, 1981",2.52,33%,4.57,51%,0.00,0%,74%,0.0,loss
"Deron,Winn",,7-3-0,5  6,185 lbs.,70,Orthodox,"Jun 13, 1989",4.55,44%,6.21,46%,4.28,52%,40%,0.0,loss
"Westin,Wilson",,17-9-0,6  1,145 lbs.,73,Southpaw,"Jan 24, 1989",1.68,33%,5.72,31%,1.68,16%,33%,8.4,win
"Eddie,Wineland",,24-16-1,5  7,135 lbs.,69,Orthodox,"Jun 26, 1984",3.40,29%,3.76,68%,0.34,33%,86%,0.1,loss
"Jonathan,Wilson",Johnny Bravo,7-3-0,6  2,205 lbs.,75,Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0,loss
"Greg,Wilson",,2-3-0,--,155 lbs.,--,,"Oct 02, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Matt,Wiman",,16-10-0,5  10,155 lbs.,68,Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5,loss
"Teila,Tuli",,0-1-0,6  0,430 lbs.,--,Orthodox,"Jun 14, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Zubaira,Tukhugov",Warrior,20-6-1,5  8,155 lbs.,68,Orthodox,"Jan 15, 1991",3.17,39%,3.07,63%,2.13,39%,100%,0.0,loss
"Jumabieke,Tuerxun",The Wild Wolf,19-4-1,5  7,135 lbs.,--,Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9,loss
"Tom,Tuggle",The Law,0-3-0,6  2,250 lbs.,--,Orthodox,--,0.00,0%,2.14,0%,32.14,100%,0%,0.0,loss
"Gavin,Tucker",Guv'nor,13-3-0,5  6,145 lbs.,66,Southpaw,"Jun 17, 1986",4.29,44%,4.18,57%,3.13,44%,53%,1.5,loss
"Tai,Tuivasa",Bam Bam,15-8-0,6  2,264 lbs.,75,Southpaw,"Mar 16, 1993",3.77,46%,5.18,44%,0.00,0%,57%,0.0,loss
"Chris,Wilson",The Professor,"18-10-0,(1,NC)",6  1,170 lbs.,75,Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6,loss
"Rei,Tsuruya",,10-0-0,5  6,125 lbs.,68,Orthodox,"Jun 22, 2002",2.28,60%,1.31,46%,5.45,50%,50%,2.5,win
"Justin,Willis",Big Pretty,8-2-0,6  1,264 lbs.,78,Southpaw,"Jul 19, 1987",3.37,59%,2.57,57%,0.96,66%,36%,0.0,loss
"Chris,Tuchscherer",The Crowbar,"21-4-0,(1,NC)",6  2,258 lbs.,76,Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6,loss
"Karl,Willis",,0-5-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jon,Tuck",Super Saiyan,10-5-0,5  11,155 lbs.,73,Orthodox,"Aug 28, 1984",3.00,40%,3.74,60%,0.42,33%,50%,1.0,loss
"Cole,Williams",Havoc,11-3-0,6  0,170 lbs.,73,Orthodox,"Dec 15, 1983",0.31,27%,5.34,23%,0.00,0%,25%,0.0,loss
"Khaos,Williams",The OxFighter,15-3-0,6  0,170 lbs.,77,Orthodox,"Mar 30, 1994",5.81,39%,5.42,42%,0.00,0%,80%,0.0,win
"Karl,Williams",,10-2-0,6  3,235 lbs.,79,Orthodox,"Jan 06, 1990",2.68,48%,2.15,55%,4.20,48%,100%,0.2,loss
"Carter,Williams",The Beast,4-5-0,6  1,265 lbs.,--,Orthodox,--,1.55,36%,2.32,58%,2.90,33%,100%,0.0,loss
"Jordan,Williams",Bomaye,"9-6-0,(1,NC)",6  1,185 lbs.,75,Southpaw,"Oct 13, 1990",5.83,50%,5.46,35%,1.11,50%,85%,0.0,loss
"Tim,Williams",The South Jersey Strangler,15-5-0,6  2,185 lbs.,76,Orthodox,"Jul 03, 1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0,loss
"Patrick,Williams",The Animal,8-6-0,5  8,135 lbs.,73,Orthodox,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5,loss
"Rubin,Williams",Mr. Hollywood,0-1-0,6  1,185 lbs.,--,Orthodox,"Apr 09, 1976",0.00,0%,1.39,60%,0.00,0%,0%,0.0,loss
"Tedd,Williams",,7-1-0,6  1,275 lbs.,--,Orthodox,"Dec 19, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Pete,Williams",El Duro,12-6-0,6  3,235 lbs.,--,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,loss
"Arman,Tsarukyan",Ahalkalakets,22-3-0,5  7,155 lbs.,72,Orthodox,"Oct 11, 1996",3.79,48%,1.84,53%,3.25,37%,75%,0.0,win
"Reynaldo,Trujillo",The Truth,21-19-0,5  9,155 lbs.,--,,"Jan 01, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Abel,Trujillo",Killa,"15-8-0,(1,NC)",5  8,155 lbs.,70,Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4,loss
"Tor,Troeng",The Hammer,16-7-1,6  2,185 lbs.,--,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3,loss
"Aaron,Trujillo",,0-1-0,5  5,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Antonio,Trocoli",Malvado,"12-5-0,(1,NC)",6  6,185 lbs.,79,Orthodox,"Dec 06, 1990",1.29,50%,5.79,23%,0.84,11%,50%,0.8,loss
"Angelo,Trevino",Baby Monsta,7-3-0,5  11,170 lbs.,--,Switch,"Jun 10, 1993",5.19,54%,3.90,47%,0.00,0%,100%,0.0,loss
"Michael,Trizano",The Lone Wolf,11-3-0,5  11,145 lbs.,71,Orthodox,"Dec 31, 1991",3.63,53%,4.40,50%,0.36,66%,72%,0.5,win
"Frank,Trigg",Twinkle Toes,21-9-0,5  9,170 lbs.,71,Southpaw,"May 07, 1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8,loss
"Francisco,Trevino",Sitkayan,13-3-0,5  9,155 lbs.,70,Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0,loss
"Francisco,Trinaldo",Massaranduba,28-9-0,5  9,170 lbs.,70,Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5,loss
"Rob,Yundt",Monster,9-5-0,6  1,185 lbs.,--,Orthodox,"May 05, 1980",1.37,41%,2.55,31%,2.94,100%,0%,0.0,loss
"Alexander,Trevino",,7-7-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Besam,Yousef",,7-4-0,5  11,170 lbs.,--,Orthodox,"Mar 25, 1985",3.14,53%,3.98,38%,1.33,66%,50%,0.0,loss
"James,Wilks",Lightning,7-4-0,6  1,170 lbs.,75,Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8,loss
"Sodiq,Yusuff",Super,13-4-0,5  9,145 lbs.,71,Orthodox,"May 19, 1993",5.66,49%,4.51,53%,0.28,20%,62%,0.4,loss
"Rob,Wilkinson",Razor,11-2-0,6  3,185 lbs.,80,Orthodox,"Feb 22, 1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0,loss
"Aaron,Wilkinson",The Daywalker,11-7-0,5  10,155 lbs.,--,Orthodox,"Jan 31, 1987",0.00,0%,0.00,100%,7.32,100%,0%,0.0,loss
"Mike,Wilkinson",The Warrior,9-4-0,5  7,145 lbs.,66,Orthodox,"Sep 15, 1987",2.35,38%,3.70,35%,0.92,14%,55%,0.9,loss
"Joe,Wilk",The Nose,19-11-0,5  9,145 lbs.,--,,"Apr 12, 1982",1.00,54%,2.00,72%,0.00,0%,0%,0.0,loss
"Jonathan,Wiezorek",,11-2-0,6  3,250 lbs.,--,Southpaw,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0,loss
"Adam,Wieczorek",Siwy,10-2-0,6  5,250 lbs.,81,Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4,loss
"Orlando,Wiet",The Gladiator,1-5-0,5  10,170 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Justin,Wilcox",Silverback,"14-7-0,(1,NC)",5  6,155 lbs.,--,Orthodox,"Mar 12, 1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0,loss
"Josh,Wick",The White Mamba,12-6-0,5  9,155 lbs.,69,Switch,"Oct 04, 1994",0.65,60%,6.52,41%,0.00,0%,80%,0.0,loss
"Emily,Whitmire",Spitfire,4-5-0,5  5,125 lbs.,63,Orthodox,"May 24, 1991",2.50,31%,2.98,54%,1.90,66%,70%,0.5,loss
"Mitch,Whitesel",,"17-27-0,(1,NC)",5  9,185 lbs.,--,,"Jul 12, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Garett,Whiteley",Goodnight,7-3-0,6  0,155 lbs.,72,Orthodox,"Dec 13, 1980",3.72,48%,4.04,46%,0.00,0%,27%,0.9,loss
"Mike,Whitehead",,27-8-0,6  1,205 lbs.,--,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3,loss
"Robert,Whittaker",The Reaper,27-8-0,6  0,185 lbs.,73,Orthodox,"Dec 20, 1990",4.54,43%,3.41,59%,0.80,38%,81%,0.0,loss
"Bryan,Travers",,15-4-0,--,155 lbs.,--,,"Apr 11, 1983",2.33,48%,3.93,55%,2.00,28%,63%,0.0,loss
"Robert,Whiteford",The Hammer,14-4-0,5  9,145 lbs.,69,Southpaw,"Apr 12, 1983",2.33,46%,1.99,62%,1.90,30%,45%,0.0,loss
"Roberto,Traven",Spider,6-4-1,6  3,227 lbs.,--,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.00,0%,0%,0.0,loss
"Eduardo,Torres,Caut",Cyborg,16-2-0,5  7,135 lbs.,70,Orthodox,"Apr 26, 1995",1.10,34%,1.24,65%,2.06,33%,50%,0.0,loss
"Minoru,Toyonaga",,2-5-0,5  11,195 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Desmond,Torres",,7-2-0,5  6,135 lbs.,69,Orthodox,"Jan 06, 1997",4.80,64%,11.78,48%,0.00,0%,100%,0.0,loss
"Dequan,Townsend",The Tarantula,21-12-0,6  3,205 lbs.,79,Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.00,0%,46%,0.0,loss
"Salim,Touahri",Grizzly,10-4-0,5  10,170 lbs.,72,Orthodox,"Sep 28, 1989",2.60,46%,2.87,58%,0.00,0%,83%,0.0,loss
"Manuel,Torres",El Loco,15-3-0,5  10,155 lbs.,73,Switch,"Mar 25, 1995",7.17,55%,4.53,52%,2.26,66%,88%,1.1,loss
"Jason,Young",Shotgun,9-6-0,5  9,145 lbs.,73,Orthodox,"Jun 28, 1986",2.97,37%,3.20,50%,1.98,66%,55%,0.0,loss
"Shane,Young",Smokin',13-8-0,5  8,145 lbs.,72,Orthodox,"Jul 31, 1993",5.19,40%,5.46,52%,0.63,18%,64%,0.0,loss
"Jose,Torres",Shorty,8-1-0,5  4,125 lbs.,65,Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0,loss
"Kaitlin,Young",,7-9-1,5  9,135 lbs.,--,Orthodox,"Sep 15, 1985",2.83,26%,6.33,51%,2.50,100%,0%,0.0,loss
"Artenus,Young",,10-12-0,--,205 lbs.,--,,"Jul 16, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Trenell,Young",Savant,11-9-0,5  6,145 lbs.,--,Orthodox,"Jun 19, 1976",1.43,22%,5.13,50%,1.13,20%,0%,1.1,loss
"Dong,Sik,Yoon",,9-9-0,6  0,185 lbs.,--,Orthodox,"Aug 24, 1972",0.99,36%,2.33,51%,1.60,29%,33%,1.3,win
"SuYoung,You",Yoo-Jitsu,"14-3-0,(2,NC)",5  6,135 lbs.,65,Orthodox,"Dec 11, 1995",2.11,42%,1.40,72%,4.67,58%,66%,0.3,win
"Hidehiko,Yoshida",,6-8-1,5  11,225 lbs.,--,Orthodox,"Sep 03, 1969",1.05,36%,1.89,62%,1.09,33%,71%,2.2,win
"Yoshiyuki,Yoshida",Zenko,18-9-0,5  11,170 lbs.,70,Southpaw,"May 10, 1974",0.85,36%,3.67,36%,1.41,28%,25%,2.8,loss
"Patrik,White",Primetime,9-2-0,6  0,155 lbs.,72,Orthodox,"Jun 11, 1993",9.77,49%,6.28,60%,0.00,0%,50%,0.0,loss
"Craig,White",The Thundercat,14-9-0,6  2,170 lbs.,76,Orthodox,"Jul 01, 1990",1.23,40%,3.28,39%,0.00,0%,50%,0.8,loss
"SangHoon,Yoo",Assassin,8-2-0,6  0,170 lbs.,74,Orthodox,"Jan 18, 1990",4.83,65%,6.11,40%,0.53,100%,69%,0.5,win
"Alex,White",The Spartan,13-6-0,6  0,155 lbs.,71,Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5,loss
"Vernon,White",Tiger,26-33-2,6  0,205 lbs.,--,Southpaw,"Dec 03, 1971",2.11,38%,2.20,54%,0.88,28%,44%,0.0,loss
"Aaron,Wetherspoon",Slam,"9-5-0,(1,NC)",--,170 lbs.,--,,--,2.27,32%,4.33,45%,0.00,0%,77%,0.0,loss
"Sheldon,Westcott",,10-3-1,6  1,170 lbs.,71,Southpaw,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0,win
"Coty,Wheeler",Ox,14-5-0,5  6,135 lbs.,67,Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6,loss
"Dustin,West",,6-6-0,5  11,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Mike,Wessel",Juggernaut,15-8-0,6  0,260 lbs.,--,Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0,loss
"Malcolm,Wellmaker",The Machine,8-0-0,5  10,135 lbs.,71,Switch,"Jun 04, 1994",8.05,66%,7.65,54%,0.00,0%,100%,0.0,win
"Jeremiah,Wells",,12-4-1,5  9,170 lbs.,74,Switch,"Oct 30, 1986",2.41,43%,1.31,48%,3.08,44%,80%,0.8,loss
"Fabricio,Werdum",Vai Cavalo,24-9-1,6  4,231 lbs.,77,Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2,win
"Alex,Torres",Rolo,5-4-0,5  10,145 lbs.,--,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0,loss
"Ronys,Torres",,35-5-0,5  7,155 lbs.,--,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5,loss
"Haven,Torres",,0-0-0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Anthony,Torres",The Crush,5-3-0,5  8,170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2,loss
"Aleksandre,Topuria",El Cazador,5-1-0,--,135 lbs.,--,,"Jan 28, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0,next
"Ilia,Topuria",El Matador,16-0-0,5  7,145 lbs.,69,Orthodox,"Jan 21, 1997",4.69,47%,3.84,64%,2.02,61%,92%,1.1,win
"Miguel,Torres",,44-9-0,5  9,135 lbs.,76,Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.00,0%,17%,1.6,loss
"Hirotaka,Yokoi",Kaibatsu-Kun,11-5-0,5  11,205 lbs.,--,Orthodox,"Jun 08, 1978",1.52,33%,3.42,38%,1.87,41%,66%,0.4,loss
"Masanori,Tonooka",,1-2-0,5  8,185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0.00,0%,0%,0.0,loss
Yibugele,Eagle,"24-13-1,(1,NC)",5  7,145 lbs.,69,Southpaw,"Nov 13, 1989",2.87,41%,5.50,54%,0.00,0%,81%,0.0,loss
"Carl,Toomey",,3-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Chris,Yee",,4-6-0,5  9,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Tadao,Yasuda",,2-4-0,6  4,310 lbs.,--,Orthodox,"Oct 09, 1963",2.70,73%,0.85,60%,0.75,14%,0%,0.0,win
"Yin,Shuai",Black Panther,16-5-0,5  7,125 lbs.,65,Southpaw,"Jan 01, 1997",2.40,66%,3.07,35%,9.00,60%,75%,0.0,loss
"Yoshiaki,Yatsu",,0-2-0,6  1,165 lbs.,--,Orthodox,"Jul 19, 1956",0.00,0%,5.57,48%,0.00,0%,0%,0.0,loss
"Cale,Yarbrough",,8-3-0,6  1,185 lbs.,--,Orthodox,"Dec 27, 1986",3.16,27%,10.00,72%,0.00,0%,0%,0.0,win
Yizha,,25-5-0,5  7,145 lbs.,71,Orthodox,"Jan 08, 1997",2.80,44%,2.83,47%,3.54,30%,54%,1.1,loss
"Ashley,Yoder",SpiderMonkey,8-9-0,5  7,115 lbs.,69,Southpaw,"Oct 20, 1987",3.42,39%,4.13,47%,1.09,27%,66%,0.6,loss
"Christian,Wellisch",The Hungarian Nightmare,8-5-0,6  2,234 lbs.,77,Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2,loss
"Joshua,Weems",Wide Open,11-3-0,5  8,135 lbs.,69,Orthodox,"May 05, 1994",5.25,64%,3.34,61%,4.77,40%,100%,0.0,loss
"Mark,Weir",The Wizard,21-18-1,6  2,185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.50,38%,0.80,50%,25%,2.4,loss
"Royston,Wee",,4-1-0,5  7,135 lbs.,67,Orthodox,"Nov 15, 1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0,loss
"Stephanie,Webber",,2-2-0,5  6,135 lbs.,--,,--,0.91,80%,3.85,15%,6.79,40%,0%,0.0,loss
"Darian,Weeks",,5-3-0,5  11,170 lbs.,72,Orthodox,"Nov 23, 1993",4.49,51%,4.56,51%,2.00,30%,100%,0.0,loss
"Jonavin,Webb",The Spyder,"9-2-0,(1,NC)",5  10,170 lbs.,--,Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.50,31%,40%,1.0,loss
"Brok,Weaver",Chata Tuska,15-6-0,6  0,155 lbs.,73,Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4,loss
"Tom,Watson",Kong,17-9-0,6  1,185 lbs.,73,Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0,loss
"Chris,Weidman",The All-American,16-8-0,6  2,185 lbs.,78,Orthodox,"Jun 17, 1984",3.11,45%,3.37,51%,3.27,42%,72%,0.8,loss
"Walel,Watson",The Gazelle,14-10-0,5  11,135 lbs.,75,Orthodox,"Jul 16, 1984",2.10,29%,3.79,43%,0.00,0%,61%,1.4,loss
"Maka,Watson",,4-2-0,--,155 lbs.,--,,"Sep 22, 1984",0.93,37%,1.60,22%,2.00,100%,33%,0.0,loss
"Tyler,Toner",,"15-7-0,(1,NC)",5  8,145 lbs.,70,Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0.00,0%,54%,0.4,loss
"James,Toney",Lights Out,0-1-0,5  9,220 lbs.,--,Orthodox,"Aug 24, 1968",0.00,0%,2.41,27%,0.00,0%,0%,0.0,loss
"Kyle,Watson",,13-8-1,6  0,155 lbs.,--,Southpaw,"Aug 09, 1979",3.67,35%,3.25,62%,0.00,0%,100%,0.0,loss
"Puja,Tomar",Cyclone,9-4-0,5  4,115 lbs.,59,Southpaw,"Dec 05, 1993",6.33,47%,5.60,44%,0.00,0%,100%,0.0,next
"Hideo,Tokoro",,34-29-2,5  7,135 lbs.,--,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3,loss
"Kazuki,Tokudome",,18-7-1,5  11,155 lbs.,73,Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0,loss
"Tuco,Tokkos",,10-5-0,6  4,205 lbs.,76,Orthodox,"Jun 30, 1990",2.51,38%,4.99,48%,2.65,40%,33%,0.0,loss
"Dusko,Todorovic",Thunder,12-5-0,6  1,185 lbs.,74,Orthodox,"May 19, 1994",5.35,57%,4.80,46%,0.92,12%,45%,0.0,loss
"Brett,Tillis",,0-0-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Denis,Tiuliulin",,"10-10-0,(1,NC)",6  1,185 lbs.,77,Orthodox,"May 17, 1988",3.61,41%,5.23,38%,0.96,42%,72%,0.0,loss
"Masutatsu,Yano",,2-4-1,5  9,198 lbs.,--,Orthodox,"Jul 11, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Dongi,Yang",The Ox,13-3-0,5  10,185 lbs.,73,Southpaw,"Dec 07, 1984",3.55,51%,3.21,63%,1.70,41%,61%,0.5,win
"Jianping,Yang",,11-4-1,5  7,145 lbs.,--,Orthodox,"Nov 27, 1988",1.40,26%,2.07,65%,1.00,25%,33%,0.0,loss
"Adam,Yandiev",Boroda,9-1-0,5  9,185 lbs.,74,Orthodox,"Aug 07, 1988",0.18,8%,6.14,36%,0.00,0%,25%,0.0,loss
"Adrian,Yanez",,17-6-0,5  7,135 lbs.,70,Orthodox,"Nov 29, 1993",6.23,41%,5.75,54%,0.00,0%,81%,0.0,loss
"Petr,Yan",No Mercy,18-5-0,5  7,135 lbs.,67,Switch,"Feb 11, 1993",5.11,54%,4.13,58%,1.61,49%,84%,0.1,win
"Takeshi,Yamazaki",,15-12-3,5  8,139 lbs.,--,Southpaw,--,0.57,25%,1.57,47%,4.50,50%,100%,1.0,loss
"Yan,Xiaonan",,"19-4-0,(1,NC)",5  5,115 lbs.,63,Orthodox,"Jun 16, 1989",4.99,45%,3.44,60%,0.92,73%,63%,0.0,win
"Yan,Qihui",Queen Kong,25-5-0,5  3,125 lbs.,62,Orthodox,"Oct 21, 1996",4.38,46%,5.06,54%,3.68,69%,62%,0.0,loss
"Norifumi,Yamamoto",Kid,"18-6-0,(2,NC)",5  4,135 lbs.,66,Southpaw,"Mar 15, 1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0,nc
"Atsushi,Yamamoto",,19-11-3,5  6,139 lbs.,--,Orthodox,"Oct 02, 1980",1.97,39%,1.27,70%,1.12,33%,100%,0.0,loss
"Yoshihisa,Yamamoto",,14-25-1,6  2,220 lbs.,--,Southpaw,"Jul 04, 1970",1.65,38%,3.05,53%,1.00,20%,50%,0.6,loss
"Hiroko,Yamanaka",Cat's Eye,"13-3-0,(1,NC)",5  11,135 lbs.,--,,"Oct 24, 1978",2.10,26%,3.54,63%,0.00,0%,100%,0.0,loss
"Trey,Waters",The Truth,9-1-0,6  5,170 lbs.,77,Orthodox,"Feb 21, 1995",6.43,44%,5.61,56%,0.44,33%,85%,0.9,win
"Dominic,Waters",Sho Nuff,9-5-0,6  1,170 lbs.,79,Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0,loss
"Darren,Till",The Gorilla,18-5-1,6  0,185 lbs.,74,Southpaw,"Dec 24, 1992",2.30,46%,3.31,56%,0.55,46%,69%,0.0,loss
"Andy,Waters",,1-2-0,6  0,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Kengo,Watanabe",,"8-13-3,(1,NC)",6  4,220 lbs.,--,Orthodox,"Jan 31, 1976",0.60,40%,3.40,35%,1.00,100%,37%,0.0,loss
"Ron,Waterman",H20,16-6-2,6  2,280 lbs.,--,Orthodox,"Nov 23, 1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8,loss
"Michelle,Waterson-Gomez",The Karate Hottie,18-13-0,5  3,115 lbs.,62,Orthodox,"Jan 06, 1986",3.42,46%,4.25,48%,1.39,33%,69%,0.6,loss
"Nolan,Ticman",,4-3-0,5  6,125 lbs.,--,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0,loss
"Chris,Tickle",BadBoy,9-9-0,5  9,155 lbs.,--,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0,loss
"Stephen,Thompson",Wonderboy,17-8-1,6  0,170 lbs.,75,Orthodox,"Feb 11, 1983",4.11,46%,3.02,55%,0.25,41%,63%,0.0,loss
